,plotID,Model,ImageName,YYYYMMDD,LAI
140,CLBJ_002,0030,S2A_MSIL2A_20190917_0030_LAI.tif,20190917,1.562206745147705
141,CLBJ_003,rest,S2A_MSIL2A_20190917_rest_LAI.tif,20190917,3.1482155323028564
142,CLBJ_001,rest,S2A_MSIL2A_20190917_rest_LAI.tif,20190917,3.264680862426758
143,CLBJ_002,rest,S2A_MSIL2A_20190917_rest_LAI.tif,20190917,3.365670919418335
144,CLBJ_003,0030,S2A_MSIL2A_20190927_0030_LAI.tif,20190927,1.5697853565216064
145,CLBJ_001,0030,S2A_MSIL2A_20190927_0030_LAI.tif,20190927,1.9157891273498535
146,CLBJ_002,0030,S2A_MSIL2A_20190927_0030_LAI.tif,20190927,1.8655905723571777
147,CLBJ_003,rest,S2A_MSIL2A_20190927_rest_LAI.tif,20190927,3.254624843597412
148,CLBJ_001,rest,S2A_MSIL2A_20190927_rest_LAI.tif,20190927,2.539803981781006
149,CLBJ_002,rest,S2A_MSIL2A_20190927_rest_LAI.tif,20190927,3.4831418991088867
150,CLBJ_003,0300,S2A_MSIL2A_20190927_0300_LAI.tif,20190927,0.9021736979484558
151,CLBJ_001,0300,S2A_MSIL2A_20190927_0300_LAI.tif,20190927,0.915803849697113
152,CLBJ_002,0300,S2A_MSIL2A_20190927_0300_LAI.tif,20190927,0.9958299398422241
153,CLBJ_003,rest,S2B_MSIL2A_20191002_rest_LAI.tif,20191002,3.18789005279541
154,CLBJ_001,rest,S2B_MSIL2A_20191002_rest_LAI.tif,20191002,3.4668211936950684
155,CLBJ_002,rest,S2B_MSIL2A_20191002_rest_LAI.tif,20191002,3.311720132827759
156,CLBJ_003,0030,S2B_MSIL2A_20191002_0030_LAI.tif,20191002,1.565834403038025
157,CLBJ_001,0030,S2B_MSIL2A_20191002_0030_LAI.tif,20191002,1.8283631801605225
158,CLBJ_002,0030,S2B_MSIL2A_20191002_0030_LAI.tif,20191002,1.6191307306289673
159,CLBJ_003,0030,S2A_MSIL2A_20191007_0030_LAI.tif,20191007,1.529486894607544
160,CLBJ_001,0030,S2A_MSIL2A_20191007_0030_LAI.tif,20191007,1.894811749458313
161,CLBJ_002,0030,S2A_MSIL2A_20191007_0030_LAI.tif,20191007,1.8087611198425293
162,CLBJ_003,0300,S2B_MSIL2A_20191002_0300_LAI.tif,20191002,0.9173225164413452
163,CLBJ_001,0300,S2B_MSIL2A_20191002_0300_LAI.tif,20191002,1.1392922401428223
164,CLBJ_002,0300,S2B_MSIL2A_20191002_0300_LAI.tif,20191002,0.9662336707115173
165,CLBJ_003,0300,S2A_MSIL2A_20191007_0300_LAI.tif,20191007,0.9030757546424866
166,CLBJ_001,0300,S2A_MSIL2A_20191007_0300_LAI.tif,20191007,0.9487451314926147
167,CLBJ_002,0300,S2A_MSIL2A_20191007_0300_LAI.tif,20191007,1.0324857234954834
168,CLBJ_003,rest,S2A_MSIL2A_20191007_rest_LAI.tif,20191007,3.2336549758911133
169,CLBJ_001,rest,S2A_MSIL2A_20191007_rest_LAI.tif,20191007,2.739154577255249
170,CLBJ_002,rest,S2A_MSIL2A_20191007_rest_LAI.tif,20191007,3.496577024459839
171,CLBJ_003,0300,S2B_MSIL2A_20191012_0300_LAI.tif,20191012,0.9517102837562561
172,CLBJ_001,0300,S2B_MSIL2A_20191012_0300_LAI.tif,20191012,0.9376656413078308
173,CLBJ_002,0300,S2B_MSIL2A_20191012_0300_LAI.tif,20191012,1.0807114839553833
174,CLBJ_003,0030,S2B_MSIL2A_20191012_0030_LAI.tif,20191012,1.55471670627594
175,CLBJ_001,0030,S2B_MSIL2A_20191012_0030_LAI.tif,20191012,1.848859190940857
